step,epoch,loss,learning_rate,grad_norm,elapsed_s
1,0.25,3.0979,0.0002,5.772581577301025,3.9
2,0.5,2.8181,0.0002,6.57106876373291,6.6
3,0.75,3.0308,0.0002,5.177702903747559,11.9
4,1.0,2.1667,0.0002,7.545520782470703,14.7
5,1.25,2.3051,0.0002,4.02067756652832,19.4
6,1.5,1.5003,0.0002,5.159093379974365,21.8
7,1.75,1.3875,0.0002,3.8429174423217773,24.2
8,2.0,1.322,0.0002,3.9151101112365723,28.3
9,2.25,1.3849,0.0002,3.552464008331299,32.6
10,2.5,0.9954,0.0002,3.5128560066223145,36.5
